ëIéËID,ê¨ê—ID,ééçáêî,äÆìä,èüêî,îsêî,ÉZÅ[Éu,ÇrÇo,ÉzÅ[ÉãÉh,ÇgÇo,é©ê”ì_,ìäãÖâÒ,ìäãÖâÒ13,ñhå‰ó¶,ãÖêî,ë≈é“êî,ë≈êî,îÌà¿ë≈,îÌñ{ó€ë≈,íDéOêU,ó^élãÖ,ó^éÄãÖ,é∏ì_
191,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
192,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
193,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
194,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
195,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
196,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
197,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
198,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
199,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
200,5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
2,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
3,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
4,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
5,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
6,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
7,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
9,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
10,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
11,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
12,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
13,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
14,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
15,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
16,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
17,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
18,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
19,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
20,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
21,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
22,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
23,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
24,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
25,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
26,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
27,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
28,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
29,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
30,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
31,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
32,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
33,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
34,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
35,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
36,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
37,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
38,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
39,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
40,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
41,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
42,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
43,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
44,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
45,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
46,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
47,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
48,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
49,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
50,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
51,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
52,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
53,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
54,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
55,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
56,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
57,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
58,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
59,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
60,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
61,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
62,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
63,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
64,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
65,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
66,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
67,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
68,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
69,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
70,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
71,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
72,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
73,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
74,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
75,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
76,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
77,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
78,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
79,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
80,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
81,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
82,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
83,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
84,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
85,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
86,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
87,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
88,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
89,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
90,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
91,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
92,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
93,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
94,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
95,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
96,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
97,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
98,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
99,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
100,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
101,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
102,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
103,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
104,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
105,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
106,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
107,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
108,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
109,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
110,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
111,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
112,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
113,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
114,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
115,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
116,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
117,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
118,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
119,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
120,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
121,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
122,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
123,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
124,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
125,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
126,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
127,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
128,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
129,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
130,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
131,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
132,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
133,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
134,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
135,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
136,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
137,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
138,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
139,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
140,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
141,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
142,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
143,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
144,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
145,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
146,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
147,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
148,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
149,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
150,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
151,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
152,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
153,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
154,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
155,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
156,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
157,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
158,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
159,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
160,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
161,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
162,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
163,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
164,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
165,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
166,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
167,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
168,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
169,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
170,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
171,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
172,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
173,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
174,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
175,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
176,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
177,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
178,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
179,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
180,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
181,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
182,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
183,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
184,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
185,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
186,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
187,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
188,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
189,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
190,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
191,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
192,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
193,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
194,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
195,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
196,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
197,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
198,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
199,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
200,6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
2,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
3,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
4,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
5,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
6,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
7,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
8,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
9,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
10,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
11,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
12,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
13,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
14,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
15,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
16,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
17,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
18,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
19,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
20,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
21,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
22,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
23,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
24,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
25,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
26,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
27,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
28,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
29,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
30,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
31,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
32,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
33,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
34,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
35,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
36,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
37,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
38,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
39,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
40,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
41,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
42,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
43,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
44,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
45,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
46,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
47,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
48,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
49,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
50,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
51,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
52,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
53,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
54,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
55,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
56,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
57,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
58,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
59,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
60,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
61,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
62,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
63,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
64,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
65,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
66,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
67,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
68,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
69,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
70,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
71,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
72,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
73,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
74,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
75,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
76,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
77,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
78,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
79,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
80,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
81,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
82,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
83,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
84,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
85,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
86,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
87,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
88,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
89,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
90,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
91,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
92,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
93,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
94,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
95,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
96,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
97,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
98,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
99,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
100,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
101,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
102,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
103,7,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
